NOM_MUNICI;DEPARTAMEN;Codigo_DANE;REGION
MONTECRISTO;BOLIVAR;13458;Caribe
MONTELIBANO;CORDOBA;23466;Caribe
MONTENEGRO;QUINDIO;63470;Andina
MONTERIA;CORDOBA;23001;Caribe
MONTERREY;CASANARE;85162;Orinoquia
MORALES_BOL;BOLIVAR;13473;Caribe
MORALES_CAU;CAUCA;19473;Andina
MORELIA;CAQUETA;18479;Amazonia
MORICHAL (Morichal Nuevo) (Cor. Departamental);GUAINIA;94888;Amazonia
MORROA;SUCRE;70473;Caribe
MOSQUERA_CUN;CUNDINAMARCA;25473;Andina
MOSQUERA_NAR;NARINO;52473;Andina
MOTAVITA;BOYACA;15476;Andina
MURILLO;TOLIMA;73461;Andina
MURINDO;ANTIOQUIA;5475;Andina
MUTATA;ANTIOQUIA;5480;Andina
MUTISCUA;NORTE DE SANTANDER;54480;Andina
MUZO;BOYACA;15480;Andina
NARINO_ANT;ANTIOQUIA;5483;Andina
NARINO_CUN;CUNDINAMARCA;25483;Andina
NARINO_NAR;NARINO;52480;Andina
NATAGA;HUILA;41483;Andina
NATAGAIMA;TOLIMA;73483;Andina
NECHI;ANTIOQUIA;5495;Andina
NECOCLI;ANTIOQUIA;5490;Andina
NEIRA;CALDAS;17486;Andina
NEIVA;HUILA;41001;Andina
NEMOCON;CUNDINAMARCA;25486;Andina
NILO;CUNDINAMARCA;25488;Andina
NIMAIMA;CUNDINAMARCA;25489;Andina
NOBSA;BOYACA;15491;Andina
NOCAIMA;CUNDINAMARCA;25491;Andina
NORCASIA;CALDAS;17495;Andina
NOROSI;BOLIVAR;13490;Caribe
NOVITA;CHOCO;27491;Andina
NUEVA GRANADA (Granada);MAGDALENA;47460;Caribe
NUEVO COLON;BOYACA;15494;Andina
NUNCHIA;CASANARE;85225;Orinoquia
NUQUI;CHOCO;27495;Andina
OBANDO;VALLE DEL CAUCA;76497;Andina
OCAMONTE;SANTANDER;68498;Andina
OCANA;NORTE DE SANTANDER;54498;Andina
OIBA;SANTANDER;68500;Andina
OICATA;BOYACA;15500;Andina
OLAYA;ANTIOQUIA;5501;Andina
OLAYA HERRERA (Bocas de Satinga);NARINO;52490;Andina
ONZAGA;SANTANDER;68502;Andina
OPORAPA;HUILA;41503;Andina
ORITO;PUTUMAYO;86320;Amazonia
OROCUE;CASANARE;85230;Orinoquia
ORTEGA;TOLIMA;73504;Andina
OSPINA;NARINO;52506;Andina
OTANCHE;BOYACA;15507;Andina
OVEJAS;SUCRE;70508;Caribe
PACHAVITA;BOYACA;15511;Andina
PACHO;CUNDINAMARCA;25513;Andina
PACOA (Cor. Departamental);VAUPES;97511;Amazonia
PACORA;CALDAS;17513;Andina
PADILLA;CAUCA;19513;Andina
PAEZ;BOYACA;15514;Andina
PAEZ (Belalcazar);CAUCA;19517;Andina
PAICOL;HUILA;41518;Andina
PAILITAS;CESAR;20517;Caribe
PAIME;CUNDINAMARCA;25518;Andina
PAIPA;BOYACA;15516;Andina
PAJARITO;BOYACA;15518;Andina
PALERMO;HUILA;41524;Andina
PALESTINA_CAL;CALDAS;17524;Andina
PALESTINA_HUI;HUILA;41530;Andina
PALMAR;SANTANDER;68522;Andina
PALMAR DE VARELA;ATLANTICO;8520;Caribe
PALMAS DEL SOCORRO;SANTANDER;68524;Andina
PALMIRA;VALLE DEL CAUCA;76520;Andina
PALMITO;SUCRE;70523;Caribe
PALOCABILDO;TOLIMA;73520;Andina
PAMPLONA;NORTE DE SANTANDER;54518;Andina
PAMPLONITA;NORTE DE SANTANDER;54520;Andina
PANA PANA (Campo Alegre) (Cor. Departamental);GUAINIA;94887;Amazonia
PANDI;CUNDINAMARCA;25524;Andina
PANQUEBA;BOYACA;15522;Andina
PAPUNAUA (Cor. Departamental);VAUPES;97777;Amazonia
PARAMO;SANTANDER;68533;Andina
PARATEBUENO;CUNDINAMARCA;25530;Andina
PASCA;CUNDINAMARCA;25535;Andina
PASTO;NARINO;52001;Andina
PATIA  (El Bordo);CAUCA;19532;Andina
PAUNA;BOYACA;15531;Andina
PAYA;BOYACA;15533;Andina
PAZ DE ARIPORO;CASANARE;85250;Orinoquia
PAZ DE RIO;BOYACA;15537;Andina
PEDRAZA;MAGDALENA;47541;Caribe
PELAYA;CESAR;20550;Caribe
PENOL;ANTIOQUIA;5541;Andina
PENSILVANIA;CALDAS;17541;Andina
PEQUE;ANTIOQUIA;5543;Andina
PEREIRA;RISARALDA;66001;Andina
PESCA;BOYACA;15542;Andina
PIAMONTE;CAUCA;19533;Andina
PIEDECUESTA;SANTANDER;68547;Andina
PIEDRAS;TOLIMA;73547;Andina
PIENDAMO;CAUCA;19548;Andina
PIJAO;QUINDIO;63548;Andina
PIJINO  DEL CARMEN;MAGDALENA;47545;Caribe
PINCHOTE;SANTANDER;68549;Andina
PINILLOS;BOLIVAR;13549;Caribe
PIOJO;ATLANTICO;8549;Caribe
PISVA;BOYACA;15550;Andina
PITAL;HUILA;41548;Andina
PITALITO;HUILA;41551;Andina
PIVIJAY;MAGDALENA;47551;Caribe
PLANADAS;TOLIMA;73555;Andina
PLANETA RICA;CORDOBA;23555;Caribe
PLATO;MAGDALENA;47555;Caribe
POLICARPA;NARINO;52540;Andina
POLONUEVO;ATLANTICO;8558;Caribe
PONEDERA;ATLANTICO;8560;Caribe
POPAYAN;CAUCA;19001;Andina
PORE;CASANARE;85263;Orinoquia
POTOSI;NARINO;52560;Andina
PRADERA;VALLE DEL CAUCA;76563;Andina
PRADO;TOLIMA;73563;Andina
PROVIDENCIA;NARINO;52565;Andina
PROVIDENCIA Y SANTA CATALINA (Santa Isabel);ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;88564;Caribe
PUEBLO BELLO;CESAR;20570;Caribe
PUEBLO NUEVO;CORDOBA;23570;Caribe
PUEBLO RICO;RISARALDA;66572;Andina
PUEBLO VIEJO;MAGDALENA;47570;Caribe
PUEBLORRICO;ANTIOQUIA;5576;Andina
PUENTE NACIONAL;SANTANDER;68572;Andina
PUERRES;NARINO;52573;Andina
PUERTO ALEGRIA (Cor. Departamental);AMAZONAS;91530;Amazonia
PUERTO ARICA (Cor. Departamental);AMAZONAS;91536;Amazonia
PUERTO ASIS;PUTUMAYO;86568;Amazonia
PUERTO BERRIO;ANTIOQUIA;5579;Andina
PUERTO BOYACA;BOYACA;15572;Andina
PUERTO CAICEDO;PUTUMAYO;86569;Amazonia
PUERTO CARRENO;VICHADA;99001;Orinoquia
PUERTO COLOMBIA;ATLANTICO;8573;Caribe
PUERTO COLOMBIA (Cor. Departamental);GUAINIA;94884;Amazonia
PUERTO CONCORDIA;META;50450;Orinoquia
PUERTO ESCONDIDO;CORDOBA;23574;Caribe
PUERTO GAITAN;META;50568;Orinoquia
PUERTO GUZMAN;PUTUMAYO;86571;Amazonia
PUERTO LEGUIZAMO;PUTUMAYO;86573;Amazonia
PUERTO LIBERTADOR;CORDOBA;23580;Caribe
PUERTO LLERAS;META;50577;Orinoquia
PUERTO LOPEZ;META;50573;Orinoquia
PUERTO NARE;ANTIOQUIA;5585;Andina
PUERTO NARINO;AMAZONAS;91540;Amazonia
PUERTO PARRA;SANTANDER;68573;Andina
PUERTO RICO_CAQ;CAQUETA;18592;Amazonia
PUERTO RICO_MET;META;50590;Orinoquia
PUERTO RONDON;ARAUCA;81591;Orinoquia
PUERTO SALGAR;CUNDINAMARCA;25572;Andina
PUERTO SANTANDER;NORTE DE SANTANDER;54553;Andina
PUERTO TEJADA;CAUCA;19573;Andina
PUERTO TRIUNFO;ANTIOQUIA;5591;Andina
PUERTO WILCHES;SANTANDER;68575;Andina
PULI;CUNDINAMARCA;25580;Andina
PUPIALES;NARINO;52585;Andina
PURACE (Coconuco);CAUCA;19585;Andina
PURIFICACION;TOLIMA;73585;Andina
PURISIMA;CORDOBA;23586;Caribe
QUEBRADANEGRA;CUNDINAMARCA;25592;Andina
QUETAME;CUNDINAMARCA;25594;Andina
QUIBDO;CHOCO;27001;Andina
QUIMBAYA;QUINDIO;63594;Andina
QUINCHIA;RISARALDA;66594;Andina
QUIPAMA;BOYACA;15580;Andina
QUIPILE;CUNDINAMARCA;25596;Andina
RAGONVALIA;NORTE DE SANTANDER;54599;Andina
RAMIRIQUI;BOYACA;15599;Andina
RAQUIRA;BOYACA;15600;Andina
RECETOR;CASANARE;85279;Orinoquia
REGIDOR;BOLIVAR;13580;Caribe
REMEDIOS;ANTIOQUIA;5604;Andina
REMOLINO;MAGDALENA;47605;Caribe
REPELON;ATLANTICO;8606;Caribe
RESTREPO_MET;META;50606;Orinoquia
RESTREPO_VAL;VALLE DEL CAUCA;76606;Andina
RETIRO;ANTIOQUIA;5607;Andina
RICAURTE_CUN;CUNDINAMARCA;25612;Andina
RICAURTE_NAR;NARINO;52612;Andina
RIO DE ORO;CESAR;20614;Caribe
RIO IRO (Santa Rita);CHOCO;27580;Andina
RIO QUITO (Paimado);CHOCO;27600;Andina
RIOBLANCO;TOLIMA;73616;Andina
RIOFRIO;VALLE DEL CAUCA;76616;Andina
RIOHACHA;LA GUAJIRA;44001;Caribe
RIONEGRO_ANT;ANTIOQUIA;5615;Andina
RIONEGRO_SAN;SANTANDER;68615;Andina
RIOSUCIO_CAL;CALDAS;17614;Andina
RIOSUCIO_CHO;CHOCO;27615;Andina
RIOVIEJO;BOLIVAR;13600;Caribe
RISARALDA;CALDAS;17616;Andina
RIVERA;HUILA;41615;Andina
ROBERTO PAYAN (San Jose);NARINO;52621;Andina
ROLDANILLO;VALLE DEL CAUCA;76622;Andina
RONCESVALLES;TOLIMA;73622;Andina
RONDON;BOYACA;15621;Andina
ROSAS;CAUCA;19622;Andina
ROVIRA;TOLIMA;73624;Andina
SABANA DE TORRES;SANTANDER;68655;Andina
SABANAGRANDE;ATLANTICO;8634;Caribe
SABANALARGA_ANT;ANTIOQUIA;5628;Andina
SABANALARGA_ATL;ATLANTICO;8638;Caribe
SABANALARGA_CAS;CASANARE;85300;Orinoquia
SABANAS DE SAN ANGEL (San Angel);MAGDALENA;47660;Caribe
SABANETA;ANTIOQUIA;5631;Andina
SABOYA;BOYACA;15632;Andina
SACAMA;CASANARE;85315;Orinoquia
SACHICA;BOYACA;15638;Andina
SAHAGUN;CORDOBA;23660;Caribe
SALADOBLANCO;HUILA;41660;Andina
SALAMINA_CAL;CALDAS;17653;Andina
SALAMINA_MAG;MAGDALENA;47675;Caribe
SALAZAR;NORTE DE SANTANDER;54660;Andina
SALDANA;TOLIMA;73671;Andina
SALENTO;QUINDIO;63690;Andina
SALGAR;ANTIOQUIA;5642;Andina
SAMACA;BOYACA;15646;Andina
SAMANA;CALDAS;17662;Andina
SAMANIEGO;NARINO;52678;Andina
SAMPUES;SUCRE;70670;Caribe
SAN AGUSTIN;HUILA;41668;Andina
SAN ALBERTO;CESAR;20710;Caribe
SAN ANDRES DE SOTAVENTO;CORDOBA;23670;Caribe
SAN ANDRES_ANT;ANTIOQUIA;5647;Andina
SAN ANDRES_ARC;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;88001;Caribe
SAN ANDRES_SAN;SANTANDER;68669;Andina
SAN ANTERO;CORDOBA;23672;Caribe
SAN ANTONIO;TOLIMA;73675;Andina
SAN ANTONIO DEL TEQUENDAMA;CUNDINAMARCA;25645;Andina
SAN BENITO;SANTANDER;68673;Andina
SAN BENITO ABAD;SUCRE;70678;Caribe
SAN BERNARDO DEL VIENTO;CORDOBA;23675;Caribe
SAN BERNARDO_CUN;CUNDINAMARCA;25649;Andina
SAN BERNARDO_NAR;NARINO;52685;Andina
SAN CALIXTO;NORTE DE SANTANDER;54670;Andina
SAN CARLOS DE GUAROA;META;50680;Orinoquia
SAN CARLOS_ANT;ANTIOQUIA;5649;Andina
SAN CARLOS_COR;CORDOBA;23678;Caribe
SAN CAYETANO_CUN;CUNDINAMARCA;25653;Andina
SAN CAYETANO_NOR;NORTE DE SANTANDER;54673;Andina
SAN CRISTOBAL;BOLIVAR;13620;Caribe
SAN DIEGO;CESAR;20750;Caribe
SAN EDUARDO;BOYACA;15660;Andina
SAN ESTANISLAO;BOLIVAR;13647;Caribe
SAN FELIPE (Cor. Departamental);GUAINIA;94883;Amazonia
SAN FERNANDO;BOLIVAR;13650;Caribe
SAN FRANCISCO_ANT;ANTIOQUIA;5652;Andina
SAN FRANCISCO_CUN;CUNDINAMARCA;25658;Andina
SAN FRANCISCO_PUT;PUTUMAYO;86755;Amazonia
SAN GIL;SANTANDER;68679;Andina
SAN JACINTO;BOLIVAR;13654;Caribe
SAN JACINTO DEL CAUCA;BOLIVAR;13655;Caribe
SAN JERONIMO;ANTIOQUIA;5656;Andina
SAN JOAQUIN;SANTANDER;68682;Andina
SAN JOSE;CALDAS;17665;Andina
SAN JOSE DE LA MONTANA;ANTIOQUIA;5658;Andina
SAN JOSE DE MIRANDA;SANTANDER;68684;Andina
SAN JOSE DE PARE;BOYACA;15664;Andina
SAN JOSE DE URE;CORDOBA;23682;Caribe
SAN JOSE DEL FRAGUA;CAQUETA;18610;Amazonia
SAN JOSE DEL GUAVIARE;GUAVIARE;95001;Amazonia
SAN JOSE DEL PALMAR;CHOCO;27660;Andina
SAN JUAN DE ARAMA;META;50683;Orinoquia
SAN JUAN DE BETULIA;SUCRE;70702;Caribe
SAN JUAN DE RIOSECO;CUNDINAMARCA;25662;Andina
SAN JUAN DE URABA;ANTIOQUIA;5659;Andina
SAN JUAN DEL CESAR;LA GUAJIRA;44650;Caribe
SAN JUAN NEPOMUCENO;BOLIVAR;13657;Caribe
SAN JUANITO;META;50686;Orinoquia
SAN LORENZO;NARINO;52687;Andina
SAN LUIS DE GACENO;BOYACA;15667;Andina
SAN LUIS DE PALENQUE;CASANARE;85325;Orinoquia
SAN LUIS_ANT;ANTIOQUIA;5660;Andina
SAN LUIS_TOL;TOLIMA;73678;Andina
SAN MARCOS;SUCRE;70708;Caribe
SAN MARTIN DE LOBA;BOLIVAR;13667;Caribe
SAN MARTIN_CES;CESAR;20770;Caribe
SAN MARTIN_MET;META;50689;Orinoquia
SAN MATEO;BOYACA;15673;Andina
SAN MIGUEL;SANTANDER;68686;Andina
SAN MIGUEL (La Dorada);PUTUMAYO;86757;Amazonia
SAN MIGUEL DE SEMA;BOYACA;15676;Andina
SAN ONOFRE;SUCRE;70713;Caribe
SAN PABLO DE BORBUR;BOYACA;15681;Andina
SAN PABLO_BOL;BOLIVAR;13670;Caribe
SAN PABLO_NAR;NARINO;52693;Andina
SAN PEDRO DE CARTAGO (Cartago);NARINO;52694;Andina
SAN PEDRO DE URABA;ANTIOQUIA;5665;Andina
SAN PEDRO_ANT;ANTIOQUIA;5664;Andina
SAN PEDRO_SUC;SUCRE;70717;Caribe
SAN PEDRO_VAL;VALLE DEL CAUCA;76670;Andina
SAN PELAYO;CORDOBA;23686;Caribe
SAN RAFAEL;ANTIOQUIA;5667;Andina
SAN ROQUE;ANTIOQUIA;5670;Andina
SAN SEBASTIAN;CAUCA;19693;Andina
SAN SEBASTIAN DE BUENAVISTA;MAGDALENA;47692;Caribe
SAN VICENTE;ANTIOQUIA;5674;Andina
SAN VICENTE DE CHUCURI;SANTANDER;68689;Andina
SAN VICENTE DEL CAGUAN;CAQUETA;18753;Amazonia
SAN ZENON;MAGDALENA;47703;Caribe
SANDONA;NARINO;52683;Andina
SANTA ANA;MAGDALENA;47707;Caribe
SANTA BARBARA (Iscuande);NARINO;52696;Andina
SANTA BARBARA DE PINTO;MAGDALENA;47720;Caribe
SANTA BARBARA_ANT;ANTIOQUIA;5679;Andina
SANTA BARBARA_SAN;SANTANDER;68705;Andina
SANTA CATALINA_BOL;BOLIVAR;13673;Caribe
SANTA CRUZ (Guachaves);NARINO;52699;Andina
SANTA FE DE ANTIOQUIA;ANTIOQUIA;5042;Andina
SANTA HELENA DEL OPON;SANTANDER;68720;Andina
SANTA ISABEL;TOLIMA;73686;Andina
SANTA LUCIA;ATLANTICO;8675;Caribe
SANTA MARIA_BOY;BOYACA;15690;Andina
SANTA MARIA_HUI;HUILA;41676;Andina
SANTA MARTA (Distrito Turistico Cultural e Historico);MAGDALENA;47001;Caribe
SANTA ROSA DE CABAL;RISARALDA;66682;Andina
SANTA ROSA DE OSOS;ANTIOQUIA;5686;Andina
SANTA ROSA DE VITERBO;BOYACA;15693;Andina
SANTA ROSA DEL SUR;ANTIOQUIA;5686;Andina
SANTA ROSA_BOL;BOLIVAR;13683;Caribe
SANTA ROSA_CAU;CAUCA;19701;Andina
SANTA ROSALIA;VICHADA;99624;Orinoquia
SANTA SOFIA;BOYACA;15696;Andina
SANTANA;BOYACA;15686;Andina
SANTANDER (Araracuara) (Cor. Departamental);AMAZONAS;91669;Amazonia
SANTANDER DE QUILICHAO;CAUCA;19698;Andina
SANTIAGO_NOR;NORTE DE SANTANDER;54680;Andina
SANTIAGO_PUT;PUTUMAYO;86760;Amazonia
SANTO DOMINGO;ANTIOQUIA;5690;Andina
SANTO TOMAS;ATLANTICO;8685;Caribe
SANTUARIO_ANT;ANTIOQUIA;5697;Andina
SANTUARIO_RIS;RISARALDA;66687;Andina
SAPUYES;NARINO;52720;Andina
SARAVENA;ARAUCA;81736;Orinoquia
SARDINATA;NORTE DE SANTANDER;54720;Andina
SASAIMA;CUNDINAMARCA;25718;Andina
SATIVANORTE;BOYACA;15720;Andina
SATIVASUR;BOYACA;15723;Andina
SEGOVIA;ANTIOQUIA;5736;Andina
SESQUILE;CUNDINAMARCA;25736;Andina
SEVILLA;VALLE DEL CAUCA;76736;Andina
SIACHOQUE;BOYACA;15740;Andina
SIBATE;CUNDINAMARCA;25740;Andina
SIBUNDOY;PUTUMAYO;86749;Amazonia
SILOS;NORTE DE SANTANDER;54743;Andina
SILVANIA;CUNDINAMARCA;25743;Andina
SILVIA;CAUCA;19743;Andina
SIMACOTA;SANTANDER;68745;Andina
SIMIJACA;CUNDINAMARCA;25745;Andina
SIMITI;BOLIVAR;13744;Caribe
SINCE;SUCRE;70742;Caribe
SINCELEJO;SUCRE;70001;Caribe
SIPI;CHOCO;27745;Andina
SITIONUEVO;MAGDALENA;47745;Caribe
SOACHA;CUNDINAMARCA;25754;Andina
SOATA;BOYACA;15753;Andina
SOCHA;BOYACA;15757;Andina
SOCORRO;SANTANDER;68755;Andina
SOCOTA;BOYACA;15755;Andina
SOGAMOSO;BOYACA;15759;Andina
SOLANO;CAQUETA;18756;Amazonia
SOLEDAD;ATLANTICO;8758;Caribe
SOLITA;CAQUETA;18785;Amazonia
SOMONDOCO;BOYACA;15761;Andina
SONSON;ANTIOQUIA;5756;Andina
SOPETRAN;ANTIOQUIA;5761;Andina
SOPLAVIENTO;BOLIVAR;13760;Caribe
SOPO;CUNDINAMARCA;25758;Andina
SORA;BOYACA;15762;Andina
SORACA;BOYACA;15764;Andina
SOTAQUIRA;BOYACA;15763;Andina
SOTARA (Paispamba);CAUCA;19760;Andina
SUAITA;SANTANDER;68770;Andina
SUAN;ATLANTICO;8770;Caribe
SUAREZ_CAU;CAUCA;19780;Andina
SUAREZ_TOL;TOLIMA;73770;Andina
SUAZA;HUILA;41770;Andina
SUBACHOQUE;CUNDINAMARCA;25769;Andina
SUCRE_CAU;CAUCA;19785;Andina
SUCRE_SAN;SANTANDER;68773;Andina
SUCRE_SUC;SUCRE;70771;Caribe
SUESCA;CUNDINAMARCA;25772;Andina
SUPATA;CUNDINAMARCA;25777;Andina
SUPIA;CALDAS;17777;Andina
SURATA;SANTANDER;68780;Andina
SUSA;CUNDINAMARCA;25779;Andina
SUSACON;BOYACA;15774;Andina
SUTAMARCHAN;BOYACA;15776;Andina
SUTATAUSA;CUNDINAMARCA;25781;Andina
SUTATENZA;BOYACA;15778;Andina
TABIO;CUNDINAMARCA;25785;Andina
TADO;CHOCO;27787;Andina
TALAIGUA NUEVO;BOLIVAR;13780;Caribe
TAMALAMEQUE;CESAR;20787;Caribe
TAMARA;CASANARE;85400;Orinoquia
TAME;ARAUCA;81794;Orinoquia
TAMESIS;ANTIOQUIA;5789;Andina
TAMINANGO;NARINO;52786;Andina
TANGUA;NARINO;52788;Andina
TARAIRA;VAUPES;97666;Amazonia
TARAPACA (Cor. Departamental);AMAZONAS;91798;Amazonia
TARAZA;ANTIOQUIA;5790;Andina
TARQUI;HUILA;41791;Andina
TARSO;ANTIOQUIA;5792;Andina
TASCO;BOYACA;15790;Andina
TAURAMENA;CASANARE;85410;Orinoquia
TAUSA;CUNDINAMARCA;25793;Andina
TELLO;HUILA;41799;Andina
TENA;CUNDINAMARCA;25797;Andina
TENERIFE;MAGDALENA;47798;Caribe
TENJO;CUNDINAMARCA;25799;Andina
TENZA;BOYACA;15798;Andina
TEORAMA;NORTE DE SANTANDER;54800;Andina
TERUEL;HUILA;41801;Andina
TESALIA;HUILA;41797;Andina
TIBACUY;CUNDINAMARCA;25805;Andina
TIBANA;BOYACA;15804;Andina
TIBASOSA;BOYACA;15806;Andina
TIBIRITA;CUNDINAMARCA;25807;Andina
TIBU;NORTE DE SANTANDER;54810;Andina
TIERRALTA;CORDOBA;23807;Caribe
TIMANA;HUILA;41807;Andina
TIMBIO;CAUCA;19807;Andina
TIMBIQUI;CAUCA;19809;Andina
TINJACA;BOYACA;15808;Andina
TIPACOQUE;BOYACA;15810;Andina
TIQUISIO (Puerto Rico);BOLIVAR;13810;Caribe
TITIRIBI;ANTIOQUIA;5809;Andina
TOCA;BOYACA;15814;Andina
TOCAIMA;CUNDINAMARCA;25815;Andina
TOCANCIPA;CUNDINAMARCA;25817;Andina
TOGUI;BOYACA;15816;Andina
TOLEDO_ANT;ANTIOQUIA;5819;Andina
TOLEDO_NOR;NORTE DE SANTANDER;54820;Andina
TOLU;SUCRE;70820;Caribe
TOLUVIEJO;SUCRE;70823;Caribe
TONA;SANTANDER;68820;Andina
TOPAGA;BOYACA;15820;Andina
TOPAIPI;CUNDINAMARCA;25823;Andina
TORIBIO;CAUCA;19821;Andina
TORO;VALLE DEL CAUCA;76823;Andina
TOTA;BOYACA;15822;Andina
TOTORO;CAUCA;19824;Andina
TRINIDAD;CASANARE;85430;Orinoquia
TRUJILLO;VALLE DEL CAUCA;76828;Andina
TUBARA;ATLANTICO;8832;Caribe
TUCHIN;CORDOBA;23815;Caribe
TULUA;VALLE DEL CAUCA;76834;Andina
TUMACO;NARINO;52835;Andina
TUNJA;BOYACA;15001;Andina
TUNUNGUA;BOYACA;15832;Andina
TUQUERRES;NARINO;52838;Andina
TURBACO;BOLIVAR;13836;Caribe
TURBANA;BOLIVAR;13838;Caribe
TURBO;ANTIOQUIA;5837;Andina
TURMEQUE;BOYACA;15835;Andina
TUTA;BOYACA;15837;Andina
TUTAZA;BOYACA;15839;Andina
UBALA;CUNDINAMARCA;25839;Andina
UBAQUE;CUNDINAMARCA;25841;Andina
UBATE;CUNDINAMARCA;25843;Andina
ULLOA;VALLE DEL CAUCA;76845;Andina
UMBITA;BOYACA;15842;Andina
UNE;CUNDINAMARCA;25845;Andina
UNGUIA;CHOCO;27800;Andina
UNION PANAMERICANA (Animas);CHOCO;27810;Andina
URAMITA;ANTIOQUIA;5842;Andina
URIBE;META;50370;Orinoquia
URIBIA;LA GUAJIRA;44847;Caribe
URRAO;ANTIOQUIA;5847;Andina
URUMITA;LA GUAJIRA;44855;Caribe
USIACURI;ATLANTICO;8849;Caribe
UTICA;CUNDINAMARCA;25851;Andina
VALDIVIA;ANTIOQUIA;5854;Andina
VALENCIA;CORDOBA;23855;Caribe
VALLE DE SAN JOSE;SANTANDER;68855;Andina
VALLE DE SAN JUAN;TOLIMA;73854;Andina
VALLE DEL GUAMUEZ (La Hormiga);PUTUMAYO;86865;Amazonia
VALLEDUPAR;CESAR;20001;Caribe
VALPARAISO_ANT;ANTIOQUIA;5856;Andina
VALPARAISO_CAQ;CAQUETA;18860;Amazonia
VEGACHI;ANTIOQUIA;5858;Andina
VELEZ;SANTANDER;68861;Andina
VENADILLO;TOLIMA;73861;Andina
VENECIA_ANT;ANTIOQUIA;5861;Andina
VENECIA_CUN;CUNDINAMARCA;25506;Andina
VENTAQUEMADA;BOYACA;15861;Andina
VERGARA;CUNDINAMARCA;25862;Andina
VERSALLES;VALLE DEL CAUCA;76863;Andina
VETAS;SANTANDER;68867;Andina
VIANI;CUNDINAMARCA;25867;Andina
VICTORIA;CALDAS;17867;Andina
VIGIA DEL FUERTE;ANTIOQUIA;5873;Andina
VIJES;VALLE DEL CAUCA;76869;Andina
VILLA CARO;NORTE DE SANTANDER;54871;Andina
VILLA DE LEIVA;BOYACA;15407;Andina
VILLA DEL ROSARIO;NORTE DE SANTANDER;54874;Andina
VILLA RICA;CAUCA;19845;Andina
VILLAGARZON;PUTUMAYO;86885;Amazonia
VILLAGOMEZ;CUNDINAMARCA;25871;Andina
VILLAHERMOSA;TOLIMA;73870;Andina
VILLAMARIA;CALDAS;17873;Andina
VILLANUEVA;BOLIVAR;13873;Caribe
VILLANUEVA_CAS;CASANARE;85440;Orinoquia
VILLANUEVA_GUA;LA GUAJIRA;44874;Caribe
VILLANUEVA_SAN;SANTANDER;68872;Andina
VILLAPINZON;CUNDINAMARCA;25873;Andina
VILLARRICA;TOLIMA;73873;Andina
VILLAVICENCIO;META;50001;Orinoquia
VILLAVIEJA;HUILA;41872;Andina
VILLETA;CUNDINAMARCA;25875;Andina
VIOTA;CUNDINAMARCA;25878;Andina
VIRACACHA;BOYACA;15879;Andina
VISTAHERMOSA;META;50711;Orinoquia
VITERBO;CALDAS;17877;Andina
YACOPI;CUNDINAMARCA;25885;Andina
YACUANQUER;NARINO;52885;Andina
YAGUARA;HUILA;41885;Andina
YALI;ANTIOQUIA;5885;Andina
YARUMAL;ANTIOQUIA;5887;Andina
YAVARATE (Cor. Departamental);VAUPES;97889;Amazonia
YOLOMBO;ANTIOQUIA;5890;Andina
YONDO (Casabe);ANTIOQUIA;5893;Andina
YOPAL;CASANARE;85001;Orinoquia
YOTOCO;VALLE DEL CAUCA;76890;Andina
YUMBO;VALLE DEL CAUCA;76892;Andina
ZAMBRANO;BOLIVAR;13894;Caribe
ZAPATOCA;SANTANDER;68895;Andina
ZAPAYAN (Punta de Piedras);MAGDALENA;47960;Caribe
ZARAGOZA;ANTIOQUIA;5895;Andina
ZARZAL;VALLE DEL CAUCA;76895;Andina
ZETAQUIRA;BOYACA;15897;Andina
ZIPACON;CUNDINAMARCA;25898;Andina
ZIPAQUIRA;CUNDINAMARCA;25899;Andina
ZONA BANANERA (Prado Sevilla);MAGDALENA;47980;Caribe
